,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,is_geocoding_exact,age_group,Year
719,2015-09-21,shot and Tasered,unarmed,21.0,M,W,Paris,TX,False,attack,no flee,False,True,20-30,2015
720,2015-09-22,shot,gun,32.0,M,B,Oakland,CA,False,attack,flee,False,True,30-40,2015
721,2015-09-22,shot,gun,33.0,M,W,Niceville,FL,True,attack,no flee,False,True,30-40,2015
722,2015-09-22,shot,gun,55.0,M,W,Happy Valley,CA,True,attack,no flee,False,True,50-60,2015
723,2015-09-22,shot,gun,26.0,M,,North Las Vegas,NV,False,attack,no flee,False,True,20-30,2015
724,2015-09-23,shot,other,48.0,M,O,Salt Lake City,UT,False,attack,no flee,False,True,40-50,2015
725,2015-09-23,shot,gun,35.0,M,W,McKinney,TX,False,attack,no flee,False,True,30-40,2015
726,2015-09-23,shot,unarmed,19.0,M,B,Reisterstown,MD,False,other,flee,False,True,10-20,2015
727,2015-09-23,shot,gun,45.0,M,W,Grayson County,VA,False,attack,no flee,False,True,40-50,2015
728,2015-09-23,shot,gun,28.0,M,B,Wilmington,DE,True,undetermined,no flee,False,True,20-30,2015
729,2015-09-24,shot,other,42.0,M,H,Miami,FL,False,attack,no flee,False,True,40-50,2015
730,2015-09-24,shot,gun,17.0,M,W,Fountain,CO,False,attack,no flee,False,True,10-20,2015
731,2015-09-24,shot,other,30.0,M,O,St. Paul,MN,True,other,no flee,False,True,20-30,2015
732,2015-09-25,shot,unarmed,21.0,M,W,Akron,OH,True,undetermined,flee,False,True,20-30,2015
733,2015-09-25,shot,gun,45.0,M,W,Wilhoit,AZ,False,attack,no flee,False,True,40-50,2015
734,2015-09-25,shot and Tasered,other,33.0,M,B,Chicago,IL,False,other,no flee,False,True,30-40,2015
735,2015-09-26,shot,other,46.0,M,B,Baton Rouge,LA,False,attack,no flee,False,True,40-50,2015
736,2015-09-26,shot,gun,23.0,M,H,Lovington,NM,False,attack,no flee,False,True,20-30,2015
737,2015-09-27,shot,other,37.0,F,H,Los Angeles,CA,True,other,no flee,True,True,30-40,2015
738,2015-09-27,shot,gun,43.0,M,W,Rossville,GA,False,attack,no flee,False,True,40-50,2015
739,2015-09-27,shot,gun,40.0,M,H,Ponder,TX,False,attack,no flee,False,True,30-40,2015
740,2015-09-28,shot,other,59.0,M,H,San Ysidro,CA,False,attack,no flee,True,True,50-60,2015
741,2015-09-28,shot and Tasered,unarmed,31.0,M,B,Miami,FL,False,attack,flee,False,True,30-40,2015
742,2015-09-29,shot,other,46.0,M,N,Rapid City,SD,False,attack,no flee,False,True,40-50,2015
743,2015-09-29,shot,unarmed,37.0,M,W,Mora,MN,False,attack,no flee,False,True,30-40,2015
744,2015-09-30,shot,gun,28.0,M,B,Beckley,WV,False,attack,flee,False,True,20-30,2015
745,2015-10-02,shot,gun,28.0,M,H,Sierra Vista,AZ,False,attack,flee,False,True,20-30,2015
746,2015-10-02,shot,other,55.0,F,W,Aloha,OR,True,other,no flee,False,True,50-60,2015
747,2015-10-02,shot,unarmed,29.0,M,W,Amarillo,TX,False,undetermined,no flee,False,True,20-30,2015
748,2015-10-02,shot and Tasered,other,26.0,M,H,Rialto,CA,False,attack,no flee,False,True,20-30,2015
749,2015-10-04,shot,other,45.0,M,W,Van Nuys,CA,False,undetermined,no flee,False,True,40-50,2015
750,2015-10-04,shot,gun,27.0,M,W,Muscle Shoals,AL,True,attack,flee,False,True,20-30,2015
751,2015-10-04,shot,gun,31.0,M,B,Chicago,IL,False,attack,no flee,False,True,30-40,2015
752,2015-10-05,shot,gun,51.0,M,W,Hurst,TX,False,attack,flee,False,True,50-60,2015
753,2015-10-05,shot,gun,50.0,M,W,Woodbridge,NJ,False,attack,no flee,False,True,40-50,2015
754,2015-10-05,shot,unarmed,27.0,M,O,Akron,OH,False,other,no flee,False,True,20-30,2015
755,2015-10-05,shot,gun,18.0,M,B,Midwest City,OK,False,attack,no flee,False,True,10-20,2015
756,2015-10-06,shot,other,39.0,M,W,Monterey,CA,True,attack,no flee,False,True,30-40,2015
757,2015-10-07,shot,other,46.0,M,H,West Palm Beach,FL,False,attack,no flee,False,True,40-50,2015
758,2015-10-09,shot,other,19.0,M,B,Columbia,MD,False,other,no flee,False,True,10-20,2015
759,2015-10-09,shot,gun,62.0,F,W,Aguanga,CA,False,attack,no flee,False,True,60-70,2015
760,2015-10-10,shot,unknown,49.0,M,W,Beverly,MA,True,attack,no flee,False,True,40-50,2015
761,2015-10-10,shot,gun,31.0,M,W,Old Saybrook,CT,False,attack,no flee,False,True,30-40,2015
762,2015-10-10,shot,unknown,38.0,M,W,Pinion Hills,CA,True,other,flee,False,True,30-40,2015
763,2015-10-10,shot,other,40.0,M,W,Cato Township,MI,False,attack,no flee,False,True,30-40,2015
764,2015-10-10,shot and Tasered,other,35.0,M,H,Lisle,IL,False,undetermined,no flee,False,True,30-40,2015
765,2015-10-11,shot,other,34.0,M,H,San Bernardino,CA,False,undetermined,flee,False,True,30-40,2015
766,2015-10-11,shot,gun,44.0,M,A,Lakes Charles,LA,False,attack,no flee,False,True,40-50,2015
767,2015-10-11,shot,gun,23.0,M,B,Taylors,SC,False,attack,no flee,False,True,20-30,2015
768,2015-10-11,shot,other,43.0,M,H,West Odessa,TX,False,other,flee,False,True,40-50,2015
769,2015-10-12,shot,gun,,M,B,Lawton,OK,False,attack,no flee,False,True,,2015
770,2015-10-12,shot,gun,31.0,M,W,Brookhaven,MS,False,attack,no flee,False,True,30-40,2015
771,2015-10-14,shot,gun,27.0,M,W,Cartersville,GA,False,attack,no flee,False,True,20-30,2015
772,2015-10-14,shot,gun,46.0,F,W,Naples,FL,True,attack,flee,False,True,40-50,2015
773,2015-10-14,shot,unknown,18.0,M,H,Indio,CA,False,other,flee,False,True,10-20,2015
774,2015-10-14,shot,gun,59.0,M,,Seaside,CA,False,attack,no flee,False,True,50-60,2015
775,2015-10-14,shot,gun,57.0,M,B,Monroeville,AL,False,attack,no flee,False,True,50-60,2015
776,2015-10-15,shot,gun,15.0,M,H,Miami,FL,False,attack,flee,False,True,10-20,2015
777,2015-10-15,shot,gun,25.0,M,B,Columbus,OH,False,attack,no flee,False,True,20-30,2015
778,2015-10-15,shot,gun,50.0,F,W,Las Vegas,NV,True,attack,flee,False,True,40-50,2015
779,2015-10-15,shot,other,31.0,M,W,Parma,OH,False,attack,flee,False,True,30-40,2015
780,2015-10-15,shot,gun,35.0,M,W,Kirkland,WA,False,attack,flee,False,True,30-40,2015
781,2015-10-15,shot,gun,27.0,M,H,San Francisco,CA,False,attack,no flee,False,True,20-30,2015
782,2015-10-15,shot,gun,20.0,M,B,Houston,TX,False,attack,no flee,False,True,10-20,2015
783,2015-10-16,shot,unarmed,27.0,M,H,Valinda,CA,False,attack,no flee,False,True,20-30,2015
784,2015-10-16,shot,gun,45.0,M,,Barrow County,GA,False,attack,no flee,False,True,40-50,2015
785,2015-10-16,shot,other,33.0,M,B,Columbus,MS,False,undetermined,flee,True,True,30-40,2015
786,2015-10-16,shot,gun,27.0,M,W,Houston,TX,True,attack,no flee,False,True,20-30,2015
787,2015-10-17,shot,other,22.0,M,H,Modesto,CA,False,attack,no flee,False,True,20-30,2015
788,2015-10-17,shot and Tasered,other,28.0,M,B,York,PA,True,other,no flee,False,True,20-30,2015
789,2015-10-18,shot,gun,31.0,M,B,Palm Beach Gardens,FL,False,undetermined,no flee,False,True,30-40,2015
790,2015-10-18,shot,other,28.0,M,W,Fresno,CA,True,attack,no flee,False,True,20-30,2015
791,2015-10-19,shot,unknown,53.0,M,B,Los Angeles,CA,False,attack,no flee,False,True,50-60,2015
792,2015-10-20,shot,other,30.0,M,W,Louisville,KY,False,attack,no flee,False,True,20-30,2015
793,2015-10-20,shot,other,39.0,M,B,San Diego,CA,False,attack,no flee,False,True,30-40,2015
794,2015-10-20,shot,gun,40.0,M,H,Truth or Consequences,NM,False,attack,no flee,False,True,30-40,2015
795,2015-10-20,shot,other,30.0,M,W,Mandeville,LA,False,attack,no flee,False,True,20-30,2015
796,2015-10-20,shot,gun,21.0,M,W,Cedar Rapids,IA,False,attack,flee,False,True,20-30,2015
797,2015-10-21,shot,other,35.0,M,H,Calexico,CA,False,other,flee,False,True,30-40,2015
798,2015-10-21,shot,unarmed,21.0,M,H,West Goshen,CA,True,attack,no flee,False,True,20-30,2015
799,2015-10-21,shot,gun,47.0,M,W,Kentwood,MI,True,attack,no flee,False,True,40-50,2015
800,2015-10-22,shot,other,38.0,M,B,Shreveport,LA,False,attack,no flee,False,True,30-40,2015
801,2015-10-22,shot,gun,36.0,M,B,Carmichael,CA,False,attack,flee,False,True,30-40,2015
802,2015-10-22,shot,other,53.0,M,W,Pine Top,KY,False,other,no flee,False,True,50-60,2015
803,2015-10-24,shot,gun,34.0,M,H,Highgrove,CA,False,attack,no flee,False,True,30-40,2015
804,2015-10-24,shot,gun,34.0,M,B,Cape Coral,FL,False,attack,no flee,True,True,30-40,2015
805,2015-10-24,shot,other,30.0,M,B,Cathedral City,CA,False,undetermined,no flee,False,True,20-30,2015
806,2015-10-24,shot,gun,28.0,M,W,Zanesville,OH,True,attack,no flee,False,True,20-30,2015
807,2015-10-24,shot,gun,47.0,M,W,Paddock Lake,WI,False,attack,no flee,False,True,40-50,2015
808,2015-10-24,shot,other,49.0,M,W,Kenai Peninsula,AK,False,attack,no flee,False,True,40-50,2015
809,2015-10-24,shot,gun,,M,,New Paltz,NY,False,attack,no flee,False,True,,2015
810,2015-10-25,shot,gun,36.0,M,W,Talking Rock,GA,False,attack,no flee,False,True,30-40,2015
811,2015-10-26,shot,other,45.0,M,B,Frederick,MD,False,other,no flee,False,True,40-50,2015
812,2015-10-26,shot,gun,21.0,F,B,Washington,DC,False,attack,no flee,False,True,20-30,2015
813,2015-10-26,shot,unarmed,18.0,M,O,Tampa,FL,False,attack,flee,False,True,10-20,2015
814,2015-10-27,shot,gun,25.0,M,B,Savannah,GA,False,attack,no flee,True,True,20-30,2015
815,2015-10-28,shot,unarmed,29.0,M,B,Point Loma,CA,False,attack,no flee,False,True,20-30,2015
816,2015-10-28,shot,gun,57.0,M,W,Smithville,MS,False,attack,no flee,False,True,50-60,2015
817,2015-10-28,shot,gun,34.0,M,B,Jacksonville,FL,False,attack,no flee,False,True,30-40,2015
818,2015-10-28,shot,gun,35.0,M,W,Salem,OR,False,attack,flee,False,True,30-40,2015
819,2015-10-29,shot,gun,,M,B,Columbus,OH,False,other,no flee,False,True,,2015
820,2015-10-29,shot,gun,18.0,M,W,Hohenwald,TN,False,attack,no flee,False,True,10-20,2015
821,2015-10-30,shot,gun,62.0,M,W,Burkesville,KY,False,attack,flee,False,True,60-70,2015
822,2015-10-30,shot,gun,29.0,M,H,Mesquite,TX,False,attack,flee,False,True,20-30,2015
823,2015-10-30,shot,gun,25.0,M,B,Houston,TX,False,other,flee,False,True,20-30,2015
824,2015-10-30,shot and Tasered,other,30.0,M,W,Norwood,OK,False,attack,flee,False,True,20-30,2015
825,2015-10-30,shot,gun,24.0,M,B,Houston,TX,False,attack,no flee,False,True,20-30,2015
826,2015-10-30,shot,gun,52.0,M,W,Old Town,FL,False,attack,no flee,False,True,50-60,2015
827,2015-10-31,shot,gun,33.0,M,W,Colorado Springs,CO,False,attack,no flee,False,True,30-40,2015
828,2015-10-31,shot,unarmed,56.0,M,B,Opelika,AL,False,other,flee,False,True,50-60,2015
829,2015-11-01,shot,gun,49.0,M,W,Hutchinson,MN,False,attack,no flee,False,True,40-50,2015
830,2015-11-01,shot,gun,20.0,M,W,Eureka,CA,False,attack,no flee,False,True,10-20,2015
831,2015-11-01,shot,gun,62.0,M,W,Council,ID,False,undetermined,no flee,True,True,60-70,2015
832,2015-11-02,shot,gun,62.0,M,B,Washington,DC,False,attack,flee,False,True,60-70,2015
833,2015-11-03,shot,unarmed,6.0,M,W,Marksville,LA,False,other,flee,True,True,0-10,2015
834,2015-11-04,shot,gun,30.0,M,W,Springfield,MO,False,attack,flee,False,True,20-30,2015
835,2015-11-04,shot,gun,57.0,M,B,Houston,TX,False,attack,flee,False,True,50-60,2015
836,2015-11-04,shot,other,18.0,M,O,Merced,CA,False,attack,flee,False,True,10-20,2015
837,2015-11-04,shot,unarmed,47.0,M,W,Pacific Beach,CA,False,other,flee,True,True,40-50,2015
838,2015-11-05,shot,gun,48.0,M,W,Morgantown,WV,False,attack,no flee,False,True,40-50,2015
839,2015-11-05,shot,gun,20.0,M,W,Hominy,OK,True,attack,flee,False,True,10-20,2015
840,2015-11-05,shot,other,30.0,M,W,Lakeshire,MO,False,attack,no flee,False,True,20-30,2015
841,2015-11-05,shot,gun,36.0,F,W,Goose Creek,SC,True,attack,no flee,False,True,30-40,2015
842,2015-11-06,shot,gun,51.0,M,W,Portland,OR,True,attack,no flee,False,True,50-60,2015
843,2015-11-06,shot,unknown,55.0,M,W,Las Vegas,NV,False,other,flee,False,True,50-60,2015
844,2015-11-06,shot,other,48.0,M,W,Wadesboro,NC,False,undetermined,no flee,False,True,40-50,2015
845,2015-11-09,shot,unknown,20.0,M,B,Spartanburg,SC,False,attack,flee,False,True,10-20,2015
846,2015-11-09,shot,gun,25.0,M,H,North Laredo,TX,True,attack,no flee,False,True,20-30,2015
847,2015-11-09,shot,gun,26.0,M,W,Braxton County,WV,False,attack,no flee,False,True,20-30,2015
848,2015-11-09,shot,gun,45.0,M,H,San Jose,CA,False,attack,no flee,False,True,40-50,2015
849,2015-11-09,shot and Tasered,gun,35.0,M,H,Los Angeles,CA,False,other,no flee,False,True,30-40,2015
850,2015-11-10,shot,gun,34.0,M,H,Chico,CA,False,attack,no flee,False,True,30-40,2015
851,2015-11-10,shot,gun,36.0,M,H,Brighton,CO,False,other,flee,False,True,30-40,2015
852,2015-11-10,shot,gun,22.0,M,W,Dillon,MT,False,attack,no flee,False,True,20-30,2015
853,2015-11-10,shot,other,63.0,M,W,Colorado Springs,CO,True,attack,no flee,False,True,60-70,2015
854,2015-11-11,shot,unknown,31.0,M,H,Albuquerque,NM,False,other,flee,False,True,30-40,2015
855,2015-11-11,shot,gun,25.0,M,H,San Francisco,CA,False,attack,no flee,False,True,20-30,2015
856,2015-11-11,shot,gun,57.0,M,W,Aiken,SC,False,attack,no flee,False,True,50-60,2015
857,2015-11-11,shot,gun,32.0,M,B,Baltimore,MD,False,attack,no flee,False,True,30-40,2015
858,2015-11-12,shot,other,42.0,M,B,Sunnyvale,CA,False,other,no flee,False,True,40-50,2015
859,2015-11-13,shot,other,52.0,M,W,Gibson County,TN,False,attack,no flee,False,True,50-60,2015
860,2015-11-13,shot,other,25.0,M,H,Jurupa Valley,CA,False,undetermined,unknown,False,True,20-30,2015
861,2015-11-13,shot,gun,25.0,M,W,Eden,GA,False,attack,flee,False,True,20-30,2015
862,2015-11-14,shot,other,31.0,M,H,Jurupa Valley,CA,False,other,no flee,False,True,30-40,2015
863,2015-11-15,shot,other,39.0,M,B,Oakland,CA,False,attack,no flee,False,True,30-40,2015
864,2015-11-15,shot,other,16.0,M,B,Germantown,PA,False,attack,no flee,False,True,10-20,2015
865,2015-11-15,shot,unarmed,24.0,M,B,Minneapolis,MN,False,undetermined,no flee,False,True,20-30,2015
866,2015-11-15,shot and Tasered,other,32.0,M,W,Spring Lake,NC,False,attack,no flee,False,True,30-40,2015
867,2015-11-16,shot,unknown,25.0,M,W,Whitfield County,GA,False,other,flee,False,True,20-30,2015
868,2015-11-16,shot,unknown,28.0,M,W,Leon County,TX,False,undetermined,flee,False,True,20-30,2015
869,2015-11-17,shot,gun,28.0,M,B,Miami,FL,True,attack,flee,False,True,20-30,2015
870,2015-11-17,shot,gun,21.0,M,B,Cayce,SC,False,attack,no flee,False,True,20-30,2015
871,2015-11-17,shot,unknown,30.0,M,B,Weatherford,TX,False,other,flee,False,True,20-30,2015
872,2015-11-17,shot,unarmed,58.0,M,W,Arlington,GA,False,other,no flee,False,True,50-60,2015
873,2015-11-17,shot,gun,47.0,M,W,Little Egg Harbor,NJ,True,attack,no flee,False,True,40-50,2015
874,2015-11-17,shot,gun,41.0,M,W,Weatherford,TX,False,undetermined,flee,False,True,40-50,2015
875,2015-11-18,shot,other,25.0,M,B,Opa-Locka,FL,False,other,no flee,False,True,20-30,2015
876,2015-11-18,shot,gun,44.0,M,B,Benton Township,MI,False,attack,no flee,False,True,40-50,2015
877,2015-11-19,shot,gun,34.0,M,B,Manatee,FL,False,attack,unknown,False,True,30-40,2015
878,2015-11-19,shot,other,27.0,M,B,Fort Pierce,FL,False,attack,no flee,False,True,20-30,2015
879,2015-11-19,shot,other,34.0,M,B,Washington,DC,False,other,no flee,False,True,30-40,2015
880,2015-11-20,shot,unarmed,29.0,M,B,Barstow,CA,True,attack,no flee,False,True,20-30,2015
881,2015-11-20,shot,gun,39.0,M,W,Paulding County,GA,True,attack,no flee,False,True,30-40,2015
882,2015-11-20,shot,gun,50.0,M,,Fontana,CA,True,other,no flee,False,True,40-50,2015
883,2015-11-21,shot,unarmed,24.0,M,W,Colbert,OK,False,attack,flee,False,True,20-30,2015
884,2015-11-22,shot,other,47.0,M,W,Fontana,CA,True,attack,no flee,False,True,40-50,2015
885,2015-11-22,shot,gun,45.0,M,W,Reno,NV,False,attack,no flee,False,True,40-50,2015
886,2015-11-22,shot,gun,28.0,M,H,Denver,CO,False,attack,no flee,False,True,20-30,2015
887,2015-11-23,shot,gun,50.0,M,W,Columbus,OH,False,attack,no flee,False,True,40-50,2015
888,2015-11-23,shot and Tasered,other,49.0,M,H,Corpus Christi,TX,False,other,no flee,True,True,40-50,2015
889,2015-11-24,shot,other,45.0,M,W,Columbia Heights,MN,False,other,no flee,False,True,40-50,2015
890,2015-11-24,shot,gun,24.0,M,B,Camden,NJ,False,attack,no flee,False,True,20-30,2015
891,2015-11-24,shot and Tasered,other,32.0,M,W,Las Vegas,NV,True,attack,flee,True,True,30-40,2015
892,2015-11-25,shot,other,23.0,M,W,Springfield,MO,False,attack,no flee,False,True,20-30,2015
893,2015-11-25,shot,gun,52.0,M,W,Eagar,AZ,False,attack,no flee,False,True,50-60,2015
894,2015-11-25,shot,gun,37.0,F,W,Ozark,MO,False,attack,no flee,False,True,30-40,2015
895,2015-11-26,shot,unarmed,26.0,M,W,Chico,CA,False,other,flee,True,True,20-30,2015
896,2015-11-27,shot,gun,58.0,M,W,Lampe,MO,False,attack,no flee,False,True,50-60,2015
897,2015-11-28,shot,other,50.0,M,W,Seagoville,TX,False,other,no flee,False,True,40-50,2015
898,2015-11-29,shot,gun,22.0,M,W,Celina,OH,False,attack,no flee,False,True,20-30,2015
899,2015-11-29,shot,gun,53.0,M,W,Maysville,MO,False,attack,no flee,False,True,50-60,2015
900,2015-11-29,shot,gun,69.0,M,H,Sun City,AZ,True,attack,no flee,False,True,60-70,2015
901,2015-11-29,shot,gun,23.0,M,H,Bakersfield,CA,False,attack,flee,False,True,20-30,2015
902,2015-11-29,shot,gun,29.0,M,W,Lincoln,NE,False,attack,unknown,False,True,20-30,2015
903,2015-11-30,shot,unknown,25.0,M,A,Aurora,CO,False,attack,flee,False,True,20-30,2015
904,2015-11-30,shot,gun,18.0,M,B,Atlanta,GA,False,attack,flee,False,True,10-20,2015
905,2015-11-30,shot,other,31.0,M,H,Wink,TX,False,other,no flee,False,True,30-40,2015
906,2015-12-01,shot,gun,23.0,M,W,Bangor,ME,False,attack,flee,False,True,20-30,2015
907,2015-12-01,shot,gun,18.0,M,H,Norwalk,CA,False,attack,no flee,False,True,10-20,2015
908,2015-12-02,shot,gun,35.0,M,H,Denver,CO,False,attack,flee,False,True,30-40,2015
909,2015-12-02,shot,gun,27.0,F,O,San Bernardino,CA,False,attack,flee,False,True,20-30,2015
910,2015-12-02,shot,gun,28.0,M,O,San Bernardino,CA,False,attack,flee,False,True,20-30,2015
911,2015-12-02,shot,other,26.0,M,B,San Francisco,CA,False,other,no flee,False,True,20-30,2015
912,2015-12-02,shot,gun,32.0,M,H,San Antonio,TX,False,other,no flee,False,True,30-40,2015
913,2015-12-02,shot,gun,36.0,M,H,Deming,NM,False,attack,no flee,False,True,30-40,2015
914,2015-12-03,shot,gun,66.0,M,W,Big Springs,NE,False,attack,no flee,False,True,60-70,2015
915,2015-12-04,shot,gun,21.0,M,B,Mount Washington,PA,False,attack,no flee,False,True,20-30,2015
916,2015-12-04,shot and Tasered,other,47.0,M,W,Mesa,AZ,False,other,no flee,False,True,40-50,2015
917,2015-12-05,shot,gun,24.0,M,W,Irving,TX,False,attack,flee,False,True,20-30,2015
918,2015-12-05,shot,gun,60.0,M,W,Neenah,WI,False,other,no flee,False,True,50-60,2015
919,2015-12-05,shot,gun,61.0,F,W,St. Louis,MO,True,attack,no flee,False,True,60-70,2015
920,2015-12-05,shot,gun,38.0,M,H,Indio,CA,False,attack,no flee,False,True,30-40,2015
921,2015-12-05,shot and Tasered,other,51.0,M,W,Miami,FL,False,other,no flee,True,True,50-60,2015
922,2015-12-06,shot,gun,35.0,M,W,Seattle,WA,False,attack,flee,False,True,30-40,2015
923,2015-12-06,shot,gun,46.0,M,B,Richmond Heights,OH,True,attack,no flee,False,True,40-50,2015
924,2015-12-06,shot,other,48.0,M,W,Laramie,WY,True,other,no flee,False,True,40-50,2015
925,2015-12-08,shot,unarmed,36.0,M,B,Yonkers,NY,False,other,flee,False,True,30-40,2015
926,2015-12-08,shot,gun,33.0,M,B,Cleveland,OH,False,attack,no flee,False,True,30-40,2015
927,2015-12-09,shot,gun,66.0,M,W,Leitchfield,KY,False,attack,no flee,False,True,60-70,2015
928,2015-12-09,shot,gun,51.0,M,W,Pryor,OK,True,attack,no flee,False,True,50-60,2015
929,2015-12-10,shot,gun,34.0,M,W,Indianapolis,IN,False,attack,no flee,False,True,30-40,2015
930,2015-12-10,shot,gun,55.0,M,B,Taylors,SC,False,attack,no flee,False,True,50-60,2015
931,2015-12-10,shot,other,54.0,M,W,Marina,CA,False,attack,no flee,False,True,50-60,2015
932,2015-12-10,shot,gun,,M,,Hemet,CA,False,attack,no flee,False,True,,2015
933,2015-12-11,shot,unarmed,36.0,M,W,Tucson,AZ,False,attack,no flee,False,True,30-40,2015
934,2015-12-12,shot,other,25.0,M,B,Indianapolis,IN,True,attack,no flee,False,True,20-30,2015
935,2015-12-12,shot,gun,24.0,M,B,Chattanooga,TN,False,attack,no flee,False,True,20-30,2015
936,2015-12-12,shot,gun,28.0,M,B,Lynwood,CA,False,attack,no flee,False,True,20-30,2015
937,2015-12-12,shot,other,36.0,M,W,Healdton,OK,False,attack,no flee,False,True,30-40,2015
938,2015-12-12,shot,gun,20.0,M,W,East Stroudsburg,PA,True,attack,no flee,False,True,10-20,2015
939,2015-12-12,shot,other,49.0,M,H,San Bernardino,CA,False,attack,unknown,False,True,40-50,2015
940,2015-12-12,shot,other,,M,,Aurora,CO,False,attack,unknown,False,True,,2015
941,2015-12-13,shot,gun,51.0,F,W,Arlington,TX,True,attack,no flee,False,True,50-60,2015
942,2015-12-13,shot,other,21.0,M,W,Denton,TX,True,other,no flee,False,True,20-30,2015
943,2015-12-13,shot,other,30.0,M,O,Thurston County,WA,False,attack,no flee,False,True,20-30,2015
944,2015-12-13,shot,gun,32.0,M,H,Mountain View,CO,False,attack,no flee,False,True,30-40,2015
945,2015-12-14,shot,gun,33.0,M,B,New Orleans,LA,False,attack,no flee,True,True,30-40,2015
946,2015-12-14,shot,other,56.0,M,W,Humboldt,TN,False,undetermined,no flee,False,True,50-60,2015
947,2015-12-14,shot,gun,48.0,F,W,Las Vegas,NV,True,attack,no flee,False,True,40-50,2015
948,2015-12-14,shot,other,39.0,M,A,Long Beach,CA,False,other,no flee,False,True,30-40,2015
949,2015-12-14,shot,unarmed,19.0,M,H,Gilroy,CA,False,other,no flee,True,True,10-20,2015
950,2015-12-14,shot,gun,45.0,M,H,Las Vegas,NV,False,attack,no flee,False,True,40-50,2015
951,2015-12-14,shot,gun,33.0,M,W,Mount Hope,WV,False,attack,no flee,False,True,30-40,2015
952,2015-12-14,shot and Tasered,other,52.0,M,W,Middle River,MD,True,other,no flee,False,True,50-60,2015
953,2015-12-15,shot,unknown,51.0,M,B,Dallas,NC,False,attack,flee,False,True,50-60,2015
954,2015-12-16,shot,other,,M,W,Camarillo,CA,True,attack,no flee,False,True,,2015
955,2015-12-17,shot,other,25.0,M,W,Kent,OH,True,other,no flee,False,True,20-30,2015
956,2015-12-17,shot,gun,24.0,M,W,Modesto,CA,False,attack,flee,False,True,20-30,2015
957,2015-12-18,shot,gun,22.0,F,W,Northwood,OH,False,attack,flee,False,True,20-30,2015
958,2015-12-18,shot,unknown,32.0,M,W,Knoxville,TN,False,attack,flee,False,True,30-40,2015
959,2015-12-18,shot,other,58.0,M,H,Taos,NM,True,attack,no flee,False,True,50-60,2015
960,2015-12-19,shot,gun,24.0,M,B,Concord,VA,False,attack,unknown,False,True,20-30,2015
961,2015-12-19,shot,other,26.0,M,H,Los Angeles,CA,True,attack,no flee,False,True,20-30,2015
962,2015-12-20,shot,gun,30.0,M,B,Palmdale,CA,False,attack,no flee,False,True,20-30,2015
963,2015-12-20,shot,gun,31.0,M,H,Amarillo,TX,True,attack,no flee,False,True,30-40,2015
964,2015-12-21,shot,gun,34.0,M,H,Hemet,CA,False,attack,no flee,False,True,30-40,2015
965,2015-12-21,shot,gun,48.0,M,B,Douglasville,GA,False,attack,no flee,False,True,40-50,2015
966,2015-12-21,shot,unarmed,,M,B,Breaux Bridge,LA,True,other,no flee,False,True,,2015
967,2015-12-21,shot,gun,21.0,M,W,Canaan Township,PA,True,attack,no flee,False,True,20-30,2015
968,2015-12-21,shot,gun,39.0,M,W,Deltona,FL,False,attack,no flee,False,True,30-40,2015
969,2015-12-21,shot,gun,25.0,M,B,Aurora,CO,False,attack,no flee,False,True,20-30,2015
970,2015-12-21,shot,gun,30.0,M,W,Smartsville,CA,False,attack,no flee,False,True,20-30,2015
971,2015-12-22,shot,gun,61.0,M,,Ludlow,KY,False,attack,no flee,True,True,60-70,2015
972,2015-12-22,shot,gun,56.0,M,W,Burlington,VT,False,attack,no flee,True,True,50-60,2015
973,2015-12-22,shot,other,29.0,M,W,Brooksville,FL,False,undetermined,flee,False,True,20-30,2015
974,2015-12-22,shot,gun,19.0,M,H,Albuquerque,NM,False,undetermined,flee,True,True,10-20,2015
975,2015-12-23,shot,unarmed,35.0,M,B,Dearborn,MI,True,other,no flee,False,True,30-40,2015
976,2015-12-24,shot,unknown,36.0,M,W,Winnsboro,LA,False,other,flee,False,True,30-40,2015
977,2015-12-24,shot,gun,54.0,M,,Pride,LA,True,attack,no flee,False,True,50-60,2015
978,2015-12-24,shot,gun,24.0,M,B,Lansing,MI,False,attack,no flee,False,True,20-30,2015
979,2015-12-24,shot,other,23.0,M,H,Porterville,CA,False,other,no flee,False,True,20-30,2015
980,2015-12-25,shot,other,31.0,M,W,Palo Alto,CA,True,attack,no flee,False,True,30-40,2015
981,2015-12-26,shot,other,41.0,M,W,Phoenix,AZ,True,other,no flee,False,True,40-50,2015
982,2015-12-26,shot,unarmed,55.0,F,B,Chicago,IL,False,other,unknown,False,True,50-60,2015
983,2015-12-26,shot,other,19.0,M,B,Chicago,IL,True,undetermined,no flee,False,True,10-20,2015
984,2015-12-26,shot,gun,38.0,M,H,Homedale,ID,False,attack,no flee,True,True,30-40,2015
985,2015-12-27,shot,other,36.0,M,W,Lucedale,MS,False,undetermined,flee,False,True,30-40,2015
986,2015-12-27,shot,other,34.0,M,W,Tempe,AZ,True,other,no flee,True,True,30-40,2015
987,2015-12-27,shot,other,52.0,M,W,Franklin,LA,False,undetermined,no flee,False,True,50-60,2015
988,2015-12-28,shot,other,28.0,M,W,Suffolk,VA,False,attack,no flee,True,True,20-30,2015
